subject,professor,lecture_type,time,room
물리교육,이수경,일반,전주:과학관 131 전주:과학관 127 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
물리교재연구,이수경,일반,전주:과학관 131 전주:과학관 127 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
물리야금학 1,박제신,일반,전주:공과대학 4호관 402 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
물리약제학,민경현,일반,전주:인문사회관 824 ,"수 10-A,수 10-B,수 11-A,수 11-B,수 12-A,수 12-B"
물리약학 2,민경현,일반,전주:글로벌인재관 123 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
물리학,강지현,일반,전주:글로벌인재관 124 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
물리학연습 1,신서동,일반,전주:자연과학대학5호관 217 ,"목 1-A,목 1-B,목 2-A,목 2-B"
물리학콜로퀴엄 1,조덕용,일반,전주:자연과학대학5호관 213 ,"목 8-A,목 8-B,목 9-A,목 9-B"
물리학특강 1,김성헌,일반,전주:자연과학대학5호관 204 ,"목 8-A,목 8-B,목 9-A,목 9-B,목 10-A,목 10-B"
물리화학,남창우,일반,전주:공과대학 2호관 417 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
물리화학,윤지욱,일반,전주:공과대학 4호관 418 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
물리화학 1,이재우,일반,전주:공과대학 9호관 307 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
물리화학 1,서형기,일반,전주:공과대학 6호관 B11 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
물리화학 1,서형기,일반,전주:공과대학 6호관 309 ,"화 8-A,화 8-B,화 9-A,화 9-B,목 7-A,목 7-B"
물리화학 1,안병준,일반,전주:과학관 111 ,"화 8-A,화 8-B,화 9-A,화 9-B,금 8-A,금 8-B"
물리화학 2(Physical Chemistry 2),한재량,일반,전주:자연과학대학1호관 315 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
물리화학실험,한재량,일반,전주:자연과학대학1호관 322 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B,금 11-A,금 11-B"
물리화학연구 2(Studies in Physical Chemistry 2),한재량,일반,전주:자연과학대학1호관 211 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
물리화학적수처리공학,김민식,일반,전주:공과대학 6호관 516 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
뮤지컬실습 1,이명호,일반,전주:예술대학 본관 5070 ,"월 3-A,월 3-B,월 4-A,월 4-B"
미국문학세미나,김혜진,일반,전주:인문사회관 421 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
미국외교정책론,유혜림,일반,전주:사회과학대학 420 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
미디어경제경영론,장지윤,일반,전주:사회과학대학 510 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
미디어경제학,정두남,일반,전주:인문사회관 301 ,"목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B"
미디어스페인어,한은경,일반,전주:인문대학1호관 304 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
미디어영어청취및이해(Multimedia-English Listening & Practice),심재우,일반,전주:사범대 본관 315 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
미디어와대중문화,김형수,일반,전주:사회과학대학 510 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
미디어와대중문화,윤승욱,일반,전주:사회과학대학 511 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
*미디어와마케팅커뮤니케이션,전상민,일반,전주:사회과학대학 510 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
*미디어와마케팅커뮤니케이션,이상훈,원격강좌(콘텐츠),:  ,"월 10-A,월 10-B,월 11-A,월 11-B,월 12-A,월 12-B"
*미디어와마케팅커뮤니케이션,박민,원격강좌(콘텐츠),:  ,"월 13-A,월 13-B,월 14-A,월 14-B,월 15-A,월 15-B"
미디어정책연구,정용준,일반,전주:인문사회관 301 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
미디어직업론,김태희,일반,전주:사회과학대학 509 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
미디어창업론,전상민,일반,전주:사회과학대학 510 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
미디어철학과테크놀로지,이상훈,일반,전주:인문사회관 301 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
미디어커뮤니케이션세미나,유권하,일반,전주:인문사회관 301 ,"목 4-A,목 4-B,목 5-A,목 5-B,목 6-A,목 6-B"
미디어커뮤니케이션조사방법론,최용준,일반,전주:사회과학대학 509 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
미디어커뮤니케이션조사방법론,전오열,일반,전주:사회과학대학 509 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
미디어활용연구 1,정진용,일반,전주:예술대학 본관 1050 ,"금 11-A,금 11-B,금 12-A,금 12-B,금 13-A,금 13-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
미래모빌리티반도체공학(JST),RIS교원1,원격강좌(콘텐츠),:  ,"토 7-A,토 7-B,토 8-A,토 8-B,토 9-A,토 9-B"
미래물리실험 1,박완일,일반,전주:과학관 227 ,"수 1-A,수 1-B,수 2-A,수 2-B"
미래자동차개론(공통)(JST),이덕진,원격강좌(콘텐츠),:  ,"토 1-A,토 1-B,토 2-A,토 2-B,토 3-A,토 3-B"
미래조형/미술과문화,변청자,일반,전주:미술관 3030 ,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B"
미래치과학,윤정호,일반,전주:의학계열공용관(치과대학 4호관) 115 ,"월 0-A,월 0-B,수 0-A,수 0-B,금 3-A,금 3-B,금 4-A,금 4-B"
미래형자동차,채기병,일반,새만금:산학융합지구캠퍼스동 309 ,"월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B"
미래형자동차,최인선,일반,새만금:산학융합지구캠퍼스동 102 ,"월 10-A,월 10-B,월 11-A,월 11-B,월 12-A,월 12-B"
미분기하학 1,권명기,일반,전주:사범대 본관 509 ,"화 8-A,화 8-B,화 9-A,목 6-A,목 6-B,목 7-A"
미분기하학 1,조용근,일반,전주:자연과학대학본관 323 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
미분방정식,소지석,일반,전주:사범대 본관 509 ,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B"
미분방정식,하태갑,일반,전주:자연과학대학본관 329 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
미생물대사학특론,김대위,일반,전주:자연과학대학2호관 401 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
미생물면역학,한명관,일반,전주:생명과학관 B209 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
미생물분자유전학,이지훈,일반,전주:농업생명과학대학본관 207 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
미생물생명정보학 1,장정환,일반,익산:제1 환생대관 6101 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B,수 9-A,수 9-B"
미생물생태학,장정환,일반,익산:제2 환생대관 414-1 ,"월 6-A,월 6-B,월 7-A,수 6-A,수 6-B,수 7-A"
미생물생태학특론,장정환,일반,익산:제2 환생대관 414-3 ,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B"
미생물소재공학및실험,이양수,일반,전주:농업생명과학대학4호관 401 ,"화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B"
미생물소재학 1,채종찬,일반,익산:제2 환생대관 414-2 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
미생물학및실험,이경태,일반,전주:과학관 404 ,"수 6-A,수 6-B,수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B"
미술감상및비평,양희원,일반,전주:예술대학 본관 1260 ,"수 3-A,수 3-B,수 4-A,수 4-B,수 5-A,수 5-B"
미술교육특론,양희원,일반,전주:예술대학 2호관 2110 ,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B"
미술교재연구및지도법,손청문,일반,전주:예술대학 본관 1260 ,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
미시경제론,황운중,일반,전주:상과대학 3호관 203 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
미시경제론,최낙일,일반,전주:상과대학 1호관 302 ,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A"
미시경제학,김성희,일반,전주:진수당 303 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
미시경제학,홍성훈,일반,전주:상과대학 3호관 202 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B"
미시경제학,정호진,일반,전주:상과대학 1호관 202 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
미시경제학,정호진,일반,전주:상과대학 1호관 202 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
미시경제학,장희선,일반,전주:상과대학 1호관 203 ,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B"
미시경제학특강,장희선,일반,전주:상과대학 3호관 208 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
미시계량분석론연구,왕춘뢰,일반,전주:상과대학 3호관 316 ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
미시사회복지학특수연구,윤명숙,일반,전주:인문사회관 722 ,"월 7-A,월 7-B,월 8-A,월 8-B,월 9-A,월 9-B"
미적분학,한상언,일반,전주:사범대 본관 509 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
미학과생태디자인,김화옥,일반,익산:제1 환생대관 6103 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
민법 1(총칙),태기정,일반,전주:신축 법학전문대학원 201 ,"월 5-B,월 6-A,월 6-B,수 5-B,수 6-A,수 6-B"
민법 1(총칙),이준영,일반,전주:신축 법학전문대학원 204 ,"월 5-B,월 6-A,월 6-B,수 5-B,수 6-A,수 6-B"
민법 2(계약),추신영,일반,전주:신축 법학전문대학원 201 ,"월 7-A,월 7-B,월 8-A,수 7-A,수 7-B,수 8-A"
민법 2(계약),이은영,일반,전주:신축 법학전문대학원 301 ,"월 7-A,월 7-B,월 8-A,수 7-A,수 7-B,수 8-A"
민법 2(계약),박태신,일반,전주:신축 법학전문대학원 203 ,"월 7-A,월 7-B,월 8-A,수 7-A,수 7-B,수 8-A"
민법총칙,이귀자,일반,전주:글로벌인재관 220 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
민사기록연습 2,곽승구,일반,전주:신축 법학전문대학원 301 ,"월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,월 11-A"
민사소송법 2,김성혁,일반,전주:신축 법학전문대학원 304 ,"화 5-B,화 6-A,화 6-B,목 7-A,목 7-B,목 8-A"
민사소송법 2,곽승구,일반,전주:신축 법학전문대학원 304 ,"월 5-B,월 6-A,월 6-B,수 5-B,수 6-A,수 6-B"
민사재판실무,장인혜,일반,전주:신축 법학전문대학원 102 ,"목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B,목 10-A,목 10-B"
민속문학연구,김도형,일반,전주:인문사회관 205 ,"화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
민요연구및선율구조론 1,김혜원,일반,전주:예술대학 본관 4070 ,"목 2-A,목 2-B,목 3-A,목 3-B"
민주정치론,전제성,일반,전주:사회과학대학 217 ,"화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B"
민주정치론,오현철,일반,전주:진수당 301 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
민주주의론,이기연,일반,전주:진수당 201 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
바로크실내악,강효정,일반,전주:예술대학 본관 3110 ,"화 3-A,화 3-B,화 4-A,화 4-B"
바이러스학,장용석,일반,전주:자연과학대학4호관 318 ,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B"
바이러스학세미나,이정윤,일반,익산:제1 수의학관 B109 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
바이오공학을위한오픈소스기술 1,양윤석,블렌디드러닝,전주:공과대학 1호관 340 ,"화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B,목 2-A,목 2-B"
바이오나노융합세미나 1(Bionano Technology and BioConvergence Seinar 1),이재우,일반,전주:공과대학 9호관 305 ,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B"
바이오리파이너리,민지호,일반,전주:공과대학 6호관 312 ,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B"
바이오메카닉스활용및실습 1,오주환,일반,전주:공과대학 1호관 147 ,"수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B"
바이오메카트로닉스설계,김성민,일반,전주:농업생명과학대학4호관 307 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
바이오의약품 1,임정현,일반,전주:인문사회관 828 ,"목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B"
바이오폐기물에너지공학,장현민,블렌디드러닝,전주:공과대학 6호관 517 ,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B"
박막공정특론,박광욱,일반,전주:공과대학 5호관 302 ,"목 2-A,목 2-B,목 3-A,목 3-B,목 4-A,목 4-B"
반도체공정,최철종,일반,전주:반도체물성 연구소 105 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
반도체공정,이윤경,일반,전주:공과대학 5호관 303 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
반도체공정개론,김기현,일반,전주:공과대학 8호관 407 ,"금 1-A,금 1-B,금 2-A,금 2-B,금 3-A,금 3-B"
반도체공정로봇공학,박재병,원격강좌(콘텐츠),전주:공과대학 8호관 209 ,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B"
반도체공정실험 2,최철종,일반,전주:반도체물성 연구소 105 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B,수 9-A,수 9-B"
반도체공학(Engineering of Semiconductor),김태욱,일반,전주:인문대학2호관 504 ,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B"
반도체공학개론,허근,일반,전주:학군단 301 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
반도체공학입문,이철로,일반,전주:공과대학 4호관 418 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
반도체물리전자,정항근,일반,전주:공과대학 3호관 310 ,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B"
반도체물리전자,정항근,일반,전주:공과대학 3호관 310 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
반도체박막공학,이철로,일반,전주:공과대학 4호관 418 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
반도체산학연계프로젝트,배학열,일반,전주:공과대학 8호관 407 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B,금 11-A,금 11-B"
반도체소자 1,장현식,일반,전주:공과대학 3호관 406 ,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B"
반도체소자공학특강세미나 1(Seminar on Semiconductor Devices 1),이철로,일반,전주:공과대학 4호관 232 ,"수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B"
반도체소자설계,장태훈,일반,전주:반도체물성 연구소 105 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 5-A,수 5-B,수 6-A,수 6-B"
반도체연구특론 1,조제희,일반,전주:반도체물성 연구소 105 ,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B,금 11-A,금 11-B"
반도체재료및소자 1,박광욱,일반,전주:공과대학 5호관 314 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
반도체재료성장,김현수,일반,전주:학군단 301 ,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B"
반도체재료학개론,김현수,일반,전주:학군단 301 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
반도체전자공학(JST),RIS교원2,원격강좌(콘텐츠),:  ,"토 10-A,토 10-B,토 11-A,토 11-B,토 12-A,토 12-B"
반도체제조공정,최철종,일반,전주:반도체물성 연구소 105 ,"화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
반도체콜로퀴엄,김진수,원격강좌(실시간),전주:공과대학 8호관 213 ,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B"
반도체특성평가(Semiconductor Evaluating Properties),라용호,일반,전주:공과대학 4호관 232 ,"목 9-A,목 9-B,목 10-A,목 10-B,목 11-A,목 11-B"
반도체패키징공학,라용호,일반,전주:공과대학 4호관 403 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
반도체프로젝트,김진수,일반,전주:공과대학 8호관 213 ,"화 9-A,화 9-B,화 10-A,화 10-B,화 11-A,화 11-B,수 9-A,수 9-B,수 10-A,수 10-B,수 11-A,수 11-B"
반도체프로젝트,이종열,일반,전주:공과대학 8호관 213 ,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
반도체화학공학특강 2,임연호,일반,전주:공과대학 6호관 309 ,"수 8-A,수 8-B"
반응공학 2,김필,일반,전주:공과대학 6호관 312 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
반주법 1,이윤희,일반,전주:예술대학 본관 3110 ,"목 1-A,목 1-B,목 2-A,목 2-B"
반추가축인증관리(영농창업),정종현,일반,전주:농업생명과학대학본관 302 ,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,월 11-A,월 11-B"
반추가축임신진단및분만관리(영농창업),권대진,일반,전주:농업생명과학대학본관 402 ,"목 4-A,목 4-B,목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
반추위미생물특론,조상범,일반,전주:농업생명과학대학3호관 222 ,"수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B"
발달심리세미나,신희영,일반,전주:인문사회관 601 ,"수 6-A,수 6-B,수 7-A,수 7-B,수 8-A,수 8-B"
발달정신병리학,차미숙,일반,전주:생활과학대학 110 ,"월 9-A,월 9-B,월 10-A,월 10-B,월 11-A,월 11-B"
발레핏,김서희,일반,전주:예술대학 2호관 4030 ,"월 8-A,월 8-B,월 9-A,월 9-B"
발생생물학특론,정상윤,일반,전주:자연과학대학4호관 412 ,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B"
발효식품학,김명곤,일반,:  ,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B"
발효화학,윤순일,일반,전주:농업생명과학대학4호관 423 ,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A"
방사선계측,서희,일반,전주:공과대학 9호관 202 ,"화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B"
방사선빔과학특론 1,김태환,일반,전주:공과대학 1호관 304 ,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B"
방사선상호작용,서희,일반,전주:공과대학 1호관 304 ,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B"
방사선영상,서희,일반,전주:공과대학 1호관 304 ,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B"
방사선종양학실습,이선영,일반,전주:의과대학 4호관(의생명융합관) 201 ,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B,화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B"
방송미디어제작기획,김경석,일반,전주:사회과학대학 509 ,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B"
방송통신매체론,정용준,일반,전주:사회과학대학 105 ,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B"
방언과언어생활,장승익,일반,전주:인문대학1호관 201 ,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B"
배구 1,안재웅,일반,전주:체육관 121 ,"월 3-A,월 3-B,월 4-A,월 4-B,월 5-A,월 5-B"
배드민턴,송석현,일반,전주:체육관 121 ,"목 3-A,목 3-B,목 4-A,목 4-B"
배드민턴,유현상,일반,전주:체육관 121 ,"화 3-A,화 3-B,화 4-A,화 4-B"
배드민턴,유현상,일반,전주:체육관 121 ,"목 6-A,목 6-B,목 7-A,목 7-B"
배드민턴,유현상,일반,전주:체육관 121 ,"목 8-A,목 8-B,목 9-A,목 9-B"
배드민턴,이응호,일반,전주:체육관 121 ,"수 6-A,수 6-B,수 7-A,수 7-B"
배드민턴 1,한동욱,일반,전주:체육관 121 ,"화 6-A,화 6-B,화 7-A,화 7-B"
배터리분석및제어(JST),RIS교원2,원격강좌(콘텐츠),:  ,"토 7-A,토 7-B,토 8-A,토 8-B,토 9-A,토 9-B"
(빈칸),(빈칸),(빈칸),(빈칸),(빈칸)
범죄심리학,강혜자,일반,전주:사회과학대학 223 ,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B"
법과사회,박천웅,일반,전주:사회과학대학 319 ,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B"
법률가와커뮤니케이션,황태윤,일반,전주:신축 법학전문대학원 303 ,"금 5-A,금 5-B,금 6-A,금 6-B,금 7-A,금 7-B"
